UserID,itemID,Rating
76561197970982479,10,6
76561197970982479,30,7
76561197970982479,300,4733
76561197970982479,240,1853
76561197970982479,3830,333
76561197970982479,2630,75
76561197970982479,3900,338
76561197970982479,3920,2
76561197970982479,6400,286
76561197970982479,6910,2685
76561197970982479,7670,633
76561197970982479,220,696
76561197970982479,340,37
76561197970982479,380,168
76561197970982479,400,173
76561197970982479,420,323
76561197970982479,9340,692
76561197970982479,7940,1185
76561197970982479,4700,477
76561197970982479,12900,115
76561197970982479,15700,28
76561197970982479,17330,31
76561197970982479,22000,195
76561197970982479,500,513
76561197970982479,4560,1061
76561197970982479,17460,1613
76561197970982479,10500,186
76561197970982479,22200,271
76561197970982479,26800,445
76561197970982479,1250,10006
76561197970982479,3590,4413
76561197970982479,23120,53
76561197970982479,35700,199
76561197970982479,10140,25
76561197970982479,35010,570
76561197970982479,29180,940
76561197970982479,15520,110
76561197970982479,32370,5
76561197970982479,37700,782
76561197970982479,6020,77
76561197970982479,24860,437
76561197970982479,39530,503
76561197970982479,550,1474
76561197970982479,8980,3061
76561197970982479,41500,536
76561197970982479,20900,139
76561197970982479,10180,1886
76561197970982479,10190,1784
76561197970982479,17450,4431
76561197970982479,3170,1021
76561197970982479,25900,1389
76561197970982479,31410,95
76561197970982479,24980,5001
76561197970982479,8850,1504
76561197970982479,46000,11
76561197970982479,33230,1636
76561197970982479,20820,46
76561197970982479,47700,85
76561197970982479,24960,5716
76561197970982479,43110,834
76561197970982479,8190,3083
76561197970982479,49600,127
76561197970982479,31220,71
76561197970982479,21090,585
76561197970982479,21110,146
76561197970982479,49400,32
76561197970982479,33910,3
76561197970982479,33930,3
76561197970982479,50130,707
76561197970982479,62100,50
76561197970982479,31280,206
76561197970982479,57300,12
76561197970982479,21970,64
76561197970982479,8930,10345
76561197970982479,41000,369
76561197970982479,41050,76
76561197970982479,18040,594
76561197970982479,22380,43
76561197970982479,42700,966
76561197970982479,42710,2452
76561197970982479,62000,25
76561197970982479,40800,119
76561197970982479,9500,6
76561197970982479,70400,537
76561197970982479,41300,50
76561197970982479,41800,149
76561197970982479,49900,23
76561197970982479,34330,1538
76561197970982479,63200,573
76561197970982479,99810,2
76561197970982479,620,887
76561197970982479,42910,588
76561197970982479,15540,4
76561197970982479,18500,126
76561197970982479,20920,1343
76561197970982479,105600,772
76561197970982479,98200,9
76561197970982479,4540,3
76561197970982479,4550,76
76561197970982479,15620,2085
76561197970982479,20570,69
76561197970982479,50620,101
76561197970982479,55100,51
76561197970982479,56400,678
76561197970982479,96100,9
76561197970982479,35450,14194
76561197970982479,72850,2512
76561197970982479,107100,640
76561197970982479,57690,1815
76561197970982479,91310,2078
76561197970982479,113200,1494
76561197970982479,65800,130
76561197970982479,9200,653
76561197970982479,41070,716
76561197970982479,48950,72
76561197970982479,92800,262
76561197970982479,104700,44
76561197970982479,203770,18
76561197970982479,203810,86
76561197970982479,110800,1204
76561197970982479,207610,798
76561197970982479,98300,110
76561197970982479,50300,296
76561197970982479,205100,1429
76561197970982479,211120,1
76561197970982479,730,23532
76561197970982479,49520,1303
76561197970982479,200260,100
76561197970982479,212680,500
76561197970982479,200710,459
76561197970982479,8870,2084
76561197970982479,200510,3478
76561197970982479,220240,182
76561197970982479,228280,905
76561197970982479,218230,51
76561197970982479,236390,50
76561197970982479,227080,81
76561197970982479,233450,24
76561197970982479,43160,712
76561197970982479,219740,139
76561197970982479,222730,319
76561197970982479,241600,73
76561197970982479,238930,159
76561197970982479,217140,199
76561197970982479,39140,2896
76561197970982479,239030,194
76561197970982479,248820,272
76561197970982479,239350,458
76561197970982479,218620,574
76561197970982479,236850,89
76561197970982479,47790,230
76561197970982479,250320,500
76561197970982479,250900,329
76561197970982479,204450,241
76561197970982479,251990,135
76561197970982479,236450,154
76561197970982479,242050,1377
76561197970982479,213670,121
76561197970982479,238010,2176
76561197970982479,245470,246
76561197970982479,221910,157
76561197970982479,260230,467
76561197970982479,238430,77
76561197970982479,261030,567
76561197970982479,261570,39
76561197970982479,39150,15
76561197970982479,230230,522
76561197970982479,232790,216
76561197970982479,237990,19
76561197970982479,273620,848
76561197970982479,222880,3031
76561197970982479,225840,26
76561197970982479,280220,941
76561197970982479,236430,592
76561197970982479,201810,599
76561197970982479,294860,1735
76561197970982479,238460,407
76561197970982479,237930,154
76561197970982479,306660,1245
76561197970982479,316790,42
76561197970982479,241930,889
76561197970982479,328080,5
76561197970982479,282070,3
76561197970982479,333930,2782
76561197970982479,334120,109
76561197970982479,319630,37
76561197970982479,346010,464
76561197970982479,255710,246
76561197970982479,232090,6494
76561197970982479,377160,2001
76561197970982479,340170,170
76561197970982479,391540,395
76561197970982479,337000,1159
76561197970982479,368230,83
76561197970982479,289130,593
76561197970982479,268500,1495
76561197970982479,379720,793
76561197970982479,273350,58
js41637,300,220
js41637,240,62
js41637,3910,107
js41637,4000,412
js41637,2200,114
js41637,2310,16
js41637,4760,51
js41637,220,750
js41637,340,21
js41637,380,181
js41637,400,169
js41637,420,295
js41637,12900,291
js41637,15310,544
js41637,17120,8
js41637,21000,17
js41637,18500,144
js41637,24740,23
js41637,27000,75
js41637,22200,71
js41637,23700,817
js41637,1250,428
js41637,22330,230
js41637,24800,35
js41637,20900,75
js41637,46000,77
js41637,33230,1412
js41637,33220,48
js41637,3900,84
js41637,70100,84
js41637,70110,124
js41637,8930,748
js41637,9940,224
js41637,57600,1198
js41637,22380,18
js41637,12210,6
js41637,47810,41
js41637,63700,101
js41637,31280,311
js41637,72200,163
js41637,40800,60
js41637,48950,77
js41637,42910,205
js41637,92800,55
js41637,48210,22
js41637,91900,74
js41637,70000,104
js41637,91600,43
js41637,620,3464
js41637,104200,220
js41637,20920,1343
js41637,92100,215
js41637,105600,4694
js41637,104600,46
js41637,15960,251
js41637,98800,75
js41637,22230,75
js41637,96100,35
js41637,107100,84
js41637,107200,86
js41637,111800,95
js41637,28050,2159
js41637,17710,143
js41637,102840,194
js41637,55230,4326
js41637,3830,93
js41637,115100,101
js41637,80310,74
js41637,65800,33
js41637,201280,71
js41637,72850,13831
js41637,48240,723
js41637,41070,112
js41637,105450,285
js41637,115110,164
js41637,207650,116
js41637,208600,57
js41637,207610,793
js41637,205610,102
js41637,104900,120
js41637,211360,136
js41637,200260,1066
js41637,204180,220
js41637,108800,36
js41637,204100,140
js41637,207080,281
js41637,211120,4
js41637,214360,99
js41637,201790,406
js41637,35140,727
js41637,113200,121
js41637,204300,499
js41637,108700,10
js41637,202170,1195
js41637,49520,266
js41637,72000,63
js41637,200510,192
js41637,218640,122
js41637,209540,58
js41637,212680,748
js41637,214560,268
js41637,206440,61
js41637,204360,114
js41637,200710,106
js41637,219910,103
js41637,220860,219
js41637,4700,100
js41637,10500,55
js41637,34030,60
js41637,34330,178
js41637,211160,1
js41637,219150,218
js41637,205100,696
js41637,218680,195
js41637,223220,105
js41637,4920,103
js41637,38600,194
js41637,223470,114
js41637,220240,1643
js41637,223630,88
js41637,203140,227
js41637,4560,26
js41637,17460,299
js41637,209190,124
js41637,221640,21
js41637,224420,126
js41637,221300,70
js41637,209950,239
js41637,4570,256
js41637,71230,14
js41637,35720,100
js41637,209270,15
js41637,224700,20
js41637,227300,551
js41637,204080,152
js41637,219890,80
js41637,223850,26
js41637,286080,68
js41637,225260,436
js41637,218060,185
js41637,227260,28
js41637,203160,1142
js41637,225420,84
js41637,234490,157
js41637,233740,169
js41637,233450,679
js41637,235360,142
js41637,234900,160
js41637,233720,137
js41637,234710,450
js41637,220900,47
js41637,210770,121
js41637,113020,116
js41637,235250,63
js41637,219740,75
js41637,322330,420
js41637,234650,224
js41637,204450,369
js41637,236730,53
js41637,233270,75
js41637,215690,102
js41637,222730,78
js41637,236090,73
js41637,268540,96
js41637,231160,59
js41637,231740,82
js41637,41800,135
js41637,242760,118
js41637,242800,55
js41637,242920,20
js41637,243120,109
js41637,228960,229
js41637,242110,83
js41637,95000,180
js41637,201420,65
js41637,244770,15
js41637,244850,218
js41637,244890,219
js41637,9480,30
js41637,40390,178
js41637,91310,179
js41637,246420,110
js41637,40300,140
js41637,234390,55
js41637,246900,272
js41637,247020,90
js41637,214770,101
js41637,241620,216
js41637,244070,106
js41637,239030,349
js41637,243780,288
js41637,244590,75
js41637,248470,157
js41637,248820,235
js41637,218620,139
js41637,206420,1943
js41637,209000,1412
js41637,239820,117
js41637,250260,212
js41637,250320,766
js41637,250580,75
js41637,214550,81
js41637,111900,47
js41637,251530,61
js41637,251610,84
js41637,252010,359
js41637,252170,213
js41637,252310,117
js41637,252370,62
js41637,252490,219
js41637,252570,133
js41637,252830,197
js41637,253630,322
js41637,253650,183
js41637,3590,21
js41637,255320,197
js41637,241540,645
js41637,224860,75
js41637,231140,2
js41637,205650,85
js41637,255870,198
js41637,217690,58
js41637,57690,1943
js41637,57740,135
js41637,245620,151
js41637,242050,2137
js41637,239160,289
js41637,233130,116
js41637,39650,11
js41637,214870,135
js41637,257690,423
js41637,257830,179
js41637,209390,278
js41637,231720,108
js41637,235800,73
js41637,45500,88
js41637,258890,142
js41637,258950,75
js41637,238010,2963
js41637,259390,126
js41637,259620,95
js41637,259780,278
js41637,212480,107
js41637,259870,248
js41637,259890,7
js41637,221910,229
js41637,244090,102
js41637,261030,50
js41637,3020,94
js41637,252150,124
js41637,262260,59
js41637,221380,182
js41637,262830,545
js41637,263080,214
js41637,263280,446
js41637,263360,74
js41637,263520,322
js41637,263980,224
js41637,264140,277
js41637,264280,173
js41637,264300,77
js41637,264730,73
js41637,265870,234
js41637,265930,95
js41637,266010,141
js41637,266330,96
js41637,266390,14
js41637,266840,326
js41637,266940,35
js41637,267060,214
js41637,267600,3
js41637,268830,114
js41637,268850,177
js41637,269270,178
js41637,270190,115
js41637,270330,244
js41637,270550,219
js41637,550,83
js41637,8870,111
js41637,409710,166
js41637,267670,66
js41637,270750,57
js41637,270760,58
js41637,96200,306
js41637,260210,133
js41637,224480,180
js41637,321040,75
js41637,222880,55
js41637,274560,163
js41637,275080,55
js41637,275490,141
js41637,277430,72
js41637,277500,136
js41637,279140,321
js41637,281690,37
js41637,246620,224
js41637,282100,382
js41637,282140,345
js41637,282800,233
js41637,283040,319
js41637,283180,140
js41637,283390,267
js41637,283960,321
js41637,286320,258
js41637,286500,199
js41637,231430,105
js41637,258180,193
js41637,287840,234
js41637,288160,213
js41637,289650,1974
js41637,233290,516
js41637,289760,456
js41637,291170,135
js41637,291270,209
js41637,292410,55
js41637,294020,381
js41637,294230,179
js41637,294530,8
js41637,294670,7
js41637,296470,113
js41637,35450,129
js41637,238460,323
js41637,300550,252
js41637,301190,255
js41637,301200,179
js41637,286690,223
js41637,287390,219
js41637,301480,35
js41637,302120,217
js41637,244160,247
js41637,303390,75
js41637,304460,233
js41637,306020,126
js41637,306040,224
js41637,250400,58
js41637,306350,245
js41637,306410,234
js41637,202090,77
js41637,63380,172
js41637,307050,224
js41637,307230,167
js41637,237850,333
js41637,312280,11
js41637,316080,224
js41637,317250,237
js41637,317400,494
js41637,317610,206
js41637,253510,342
js41637,318100,316
js41637,318230,301
js41637,319230,186
js41637,319270,55
js41637,319970,227
js41637,241930,1630
js41637,45100,110
js41637,289930,217
js41637,287450,132
js41637,323320,218
js41637,241260,691
js41637,302510,488
js41637,214490,279
js41637,221540,414
js41637,326190,218
js41637,245300,364
js41637,286880,218
js41637,297860,399
js41637,301980,278
js41637,311770,343
js41637,315440,399
js41637,316030,286
js41637,316260,278
js41637,319170,279
js41637,322600,421
js41637,327740,279
js41637,24240,136
js41637,329830,55
js41637,329950,213
js41637,211420,15
js41637,330350,214
js41637,330660,219
js41637,730,265
js41637,331790,214
js41637,305620,37
js41637,332480,214
js41637,332710,184
js41637,333740,222
js41637,334620,181
js41637,334840,242
js41637,335200,262
js41637,335240,8
js41637,337420,182
js41637,257510,194
js41637,339200,245
js41637,319630,1299
js41637,339800,247
js41637,340070,231
js41637,340300,199
js41637,340310,213
js41637,341150,261
js41637,341500,380
js41637,341550,217
js41637,342360,203
js41637,343390,170
js41637,335660,202
js41637,344040,218
js41637,344790,243
js41637,301910,437
js41637,345440,271
js41637,346010,51
js41637,346040,177
js41637,346110,1
js41637,346140,55
js41637,346900,60
js41637,347430,244
js41637,347590,63
js41637,347560,218
js41637,348360,240
js41637,348670,202
js41637,349260,337
js41637,349500,158
js41637,351340,319
js41637,351490,249
js41637,352190,179
js41637,353640,329
js41637,311560,790
js41637,355150,232
js41637,255710,126
js41637,356040,314
js41637,356570,233
js41637,359040,182
js41637,359050,218
js41637,360590,118
js41637,360640,285
js41637,360730,278
js41637,361160,178
js41637,361190,259
js41637,361400,316
js41637,362620,29
js41637,362890,338
js41637,363460,233
js41637,363490,215
js41637,363600,573
js41637,364270,214
js41637,365450,266
js41637,238370,282
js41637,363580,217
js41637,370510,225
js41637,370550,228
js41637,371420,340
js41637,371510,284
js41637,371670,232
js41637,372030,246
js41637,373110,286
js41637,375250,247
js41637,375460,265
js41637,375510,220
js41637,267750,307
js41637,376870,229
js41637,312530,229
js41637,380700,258
js41637,208650,1851
js41637,267490,122
js41637,383330,220
js41637,383800,358
js41637,384480,225
js41637,383870,533
js41637,384740,220
js41637,367580,221
js41637,385080,314
js41637,385830,389
js41637,387840,182
js41637,388080,5
js41637,391070,241
js41637,391540,330
js41637,391420,220
js41637,394310,364
js41637,394540,211
js41637,398710,235
js41637,399430,215
js41637,403560,250
js41637,403570,222
js41637,403900,235
js41637,403740,218
js41637,405640,216
js41637,410210,225
js41637,411960,1
js41637,412600,215
js41637,413150,275
js41637,415420,278
js41637,416080,202
js41637,416550,219
js41637,418070,224
js41637,418910,414
js41637,285330,1
js41637,427520,1115
js41637,432020,212
js41637,433950,221
js41637,264240,218
js41637,438010,218
js41637,438030,223
js41637,438080,217
js41637,438180,186
js41637,444480,222
js41637,444560,10
js41637,448660,226
js41637,449200,250
js41637,449540,342
js41637,451880,240
js41637,454200,237
js41637,454890,223
js41637,463210,205
js41637,463220,198
js41637,463350,241
js41637,466840,218
js41637,469730,218
js41637,473450,831
js41637,485330,237
js41637,485890,251
js41637,491330,285
evcentric,1200,923
evcentric,1520,158
evcentric,220,1323
evcentric,340,90
evcentric,380,234
evcentric,400,113
evcentric,420,507
evcentric,13250,21
evcentric,10500,6038
evcentric,1250,1646
evcentric,35420,13
evcentric,3720,1393
evcentric,32360,8
evcentric,8980,9202
evcentric,550,82
evcentric,22380,11311
evcentric,31280,1090
evcentric,67000,4
evcentric,63200,320
evcentric,620,1485
evcentric,47900,2301
evcentric,42910,428
evcentric,28050,7689
evcentric,2210,284
evcentric,2280,87
evcentric,2290,4
evcentric,2300,10
evcentric,2310,143
evcentric,2320,48
evcentric,9010,616
evcentric,9050,32
evcentric,9180,218
evcentric,22330,56
evcentric,22350,933
evcentric,107200,3225
evcentric,2820,33
evcentric,201310,5957
evcentric,49520,8106
evcentric,212680,4053
evcentric,57690,471
evcentric,212070,1635
evcentric,218230,5996
evcentric,230410,1381
evcentric,3483,36
evcentric,224500,13618
evcentric,214730,598
evcentric,233450,43
evcentric,233720,14
evcentric,241600,227
evcentric,238240,515
evcentric,248390,80
evcentric,248820,2328
evcentric,239350,5
evcentric,2870,143
evcentric,252110,45
evcentric,254200,4671
evcentric,226620,98
evcentric,259570,158
evcentric,221910,136
evcentric,263360,447
evcentric,265950,52
evcentric,211820,67
evcentric,275850,1219
evcentric,280220,5690
evcentric,282140,85
evcentric,285310,2
evcentric,292330,269
evcentric,226860,295
evcentric,237930,508
evcentric,38410,226
evcentric,310380,7
evcentric,206420,1293
evcentric,247080,114
evcentric,315460,207
evcentric,324260,425
evcentric,275670,580
evcentric,328080,2
evcentric,730,1569
evcentric,257510,1164
evcentric,319630,1024
evcentric,340580,7
evcentric,344850,332
evcentric,346010,22
evcentric,245470,460
evcentric,365300,8
evcentric,365450,20
evcentric,298180,17
evcentric,370360,403
evcentric,322330,138
evcentric,372190,5
evcentric,377160,8344
evcentric,383120,1803
evcentric,388880,54
evcentric,234140,134
evcentric,391540,30
evcentric,396890,5
evcentric,337000,65
evcentric,404410,53
evcentric,268500,2107
evcentric,427520,1658
evcentric,364360,29
evcentric,452780,2660
evcentric,454060,23
evcentric,466170,28545
Riot-Punch,300,67
Riot-Punch,240,2304
Riot-Punch,4000,68
Riot-Punch,7670,250
Riot-Punch,220,92
Riot-Punch,400,1234
Riot-Punch,420,119
Riot-Punch,12100,12
Riot-Punch,12120,94
Riot-Punch,12900,266
Riot-Punch,2700,16
Riot-Punch,15100,258
Riot-Punch,16600,277
Riot-Punch,12750,7449
Riot-Punch,12360,706
Riot-Punch,15700,7
Riot-Punch,22000,38
Riot-Punch,500,103
Riot-Punch,12200,89
Riot-Punch,12210,52062
Riot-Punch,17460,76
Riot-Punch,9480,39
Riot-Punch,22330,80
Riot-Punch,21660,23903
Riot-Punch,35700,439
Riot-Punch,12800,30
Riot-Punch,13570,49
Riot-Punch,15520,8
Riot-Punch,40700,54
Riot-Punch,24860,255
Riot-Punch,41500,577
Riot-Punch,17450,197
Riot-Punch,18110,3
Riot-Punch,550,330
Riot-Punch,12840,205
Riot-Punch,33600,6
Riot-Punch,32430,112
Riot-Punch,33230,98
Riot-Punch,8190,702
Riot-Punch,35140,221
Riot-Punch,40930,13
Riot-Punch,12220,2842
Riot-Punch,33220,1720
Riot-Punch,34010,27
Riot-Punch,3920,1
Riot-Punch,7600,22
Riot-Punch,7610,1
Riot-Punch,7770,4
Riot-Punch,8980,33
Riot-Punch,16810,3
Riot-Punch,50120,10
Riot-Punch,8930,19
Riot-Punch,45740,82
Riot-Punch,70300,19
Riot-Punch,70100,1510
Riot-Punch,35130,10
Riot-Punch,31280,268
Riot-Punch,40800,153
Riot-Punch,47870,719
Riot-Punch,27000,418
Riot-Punch,31410,12
Riot-Punch,37000,11
Riot-Punch,50510,1
Riot-Punch,18000,4
Riot-Punch,42910,236
Riot-Punch,620,5138
Riot-Punch,48190,1
Riot-Punch,63710,20
Riot-Punch,104700,5
Riot-Punch,92000,17
Riot-Punch,72200,388
Riot-Punch,45760,4413
Riot-Punch,20920,929
Riot-Punch,105600,21
Riot-Punch,24960,29
Riot-Punch,35450,34
Riot-Punch,107100,530
Riot-Punch,113200,443
Riot-Punch,72850,7940
Riot-Punch,110800,736
Riot-Punch,41050,87
Riot-Punch,41070,122
Riot-Punch,35720,401
Riot-Punch,207610,1622
Riot-Punch,57400,959
Riot-Punch,211360,117
Riot-Punch,3830,106
Riot-Punch,48000,177
Riot-Punch,57300,47
Riot-Punch,204060,24
Riot-Punch,203140,116
Riot-Punch,204100,142
Riot-Punch,207080,215
Riot-Punch,26800,160
Riot-Punch,209830,1
Riot-Punch,108710,138
Riot-Punch,49520,2389
Riot-Punch,730,4167
Riot-Punch,202170,903
Riot-Punch,4920,204
Riot-Punch,41800,149
Riot-Punch,212680,454
Riot-Punch,220780,89
Riot-Punch,220860,3
Riot-Punch,207210,28
Riot-Punch,205100,218
Riot-Punch,219150,167
Riot-Punch,50620,166
Riot-Punch,55110,48
Riot-Punch,218680,60
Riot-Punch,218060,136
Riot-Punch,203160,258
Riot-Punch,219890,40
Riot-Punch,225260,472
Riot-Punch,8870,6215
Riot-Punch,234710,616
Riot-Punch,224760,73
Riot-Punch,228300,164
Riot-Punch,206190,355
Riot-Punch,231160,1
Riot-Punch,208730,2
Riot-Punch,209000,34
Riot-Punch,261570,567
Riot-Punch,317400,36
Riot-Punch,238010,2504
Riot-Punch,351510,2
Riot-Punch,255710,59
Riot-Punch,370240,2
Riot-Punch,292030,8442
Riot-Punch,379720,1
doctr,300,1131
doctr,20,89
doctr,50,178
doctr,70,108
doctr,130,313
doctr,10,93
doctr,30,16
doctr,40,4
doctr,80,13
doctr,100,47
doctr,1300,18
doctr,1313,4
doctr,2400,1
doctr,2420,15
doctr,2430,6
doctr,3920,280
doctr,4000,2527
doctr,7110,303
doctr,6860,78
doctr,2600,972
doctr,8400,18
doctr,6510,38
doctr,7670,879
doctr,409710,26
doctr,220,89
doctr,320,187
doctr,340,19
doctr,380,491
doctr,400,167
doctr,420,233
doctr,9340,1211
doctr,228200,89
doctr,12140,39
doctr,12750,189
doctr,15390,112
doctr,12200,1134
doctr,19900,1313
doctr,4560,3827
doctr,9480,320
doctr,17410,356
doctr,24740,22
doctr,3590,122
doctr,6000,130
doctr,6060,37
doctr,3700,13
doctr,36000,355
doctr,32370,862
doctr,21690,2913
doctr,6020,8
doctr,20900,161
doctr,550,9216
doctr,32430,69
doctr,45700,193
doctr,8850,258
doctr,409720,18
doctr,24960,3217
doctr,43110,971
doctr,8190,231
doctr,35140,573
doctr,34010,1190
doctr,31270,262
doctr,42120,18
doctr,28000,191
doctr,50130,1521
doctr,45740,2444
doctr,62100,18
doctr,31280,202
doctr,22600,47
doctr,70300,64
doctr,35130,8
doctr,41000,121
doctr,42700,5578
doctr,42710,2777
doctr,1250,3546
doctr,35420,6
doctr,12210,1851
doctr,12220,290
doctr,47810,4797
doctr,2450,88
doctr,39670,66
doctr,63700,23
doctr,62000,3
doctr,8980,4076
doctr,240,164
doctr,40800,480
doctr,47870,335
doctr,31290,144
doctr,94500,162
doctr,94510,163
doctr,94520,120
doctr,94530,76
doctr,18000,773
doctr,18020,546
doctr,50300,182
doctr,21100,267
doctr,99810,407
doctr,55100,60
doctr,2500,27
doctr,42910,358
doctr,63200,512
doctr,44320,376
doctr,91600,96
doctr,12900,204
doctr,18500,76
doctr,70000,2
doctr,620,802
doctr,104700,4214
doctr,92000,745
doctr,105600,105
doctr,105400,875
doctr,91700,166
doctr,55110,460
doctr,16450,481
doctr,20920,2981
doctr,49600,91
doctr,94590,341
doctr,28050,1094
doctr,91310,2181
doctr,2200,32
doctr,2210,39
doctr,2300,13
doctr,9010,25
doctr,9050,9
doctr,22310,12
doctr,22330,235
doctr,22350,389
doctr,22370,949
doctr,22380,6332
doctr,33910,67
doctr,33930,590
doctr,219540,2
doctr,94600,176
doctr,94610,160
doctr,94620,194
doctr,35450,989
doctr,72850,3607
doctr,42680,619
doctr,42690,2435
doctr,22000,7
doctr,63710,74
doctr,91200,27
doctr,93200,61
doctr,24240,367
doctr,98200,3
doctr,113200,10
doctr,55230,1986
doctr,102500,405
doctr,92800,9
doctr,65800,279
doctr,102600,118
doctr,115100,29
doctr,201280,48
doctr,57400,1114
doctr,200260,62
doctr,9200,970
doctr,12100,23
doctr,110800,1536
doctr,1500,1
doctr,1520,19
doctr,98800,38
doctr,41070,298
doctr,202090,22
doctr,6120,13
doctr,94200,25
doctr,67370,256
doctr,105450,11
doctr,108710,1185
doctr,203750,802
doctr,63380,385
doctr,207610,1972
doctr,205350,22
doctr,202750,439
doctr,205930,146
doctr,204100,5297
doctr,202170,3026
doctr,203810,37
doctr,15100,571
doctr,33230,1874
doctr,48190,2402
doctr,201870,930
doctr,48000,38
doctr,57300,21
doctr,204060,54
doctr,107100,169
doctr,26800,21
doctr,209830,31
doctr,11420,1
doctr,12800,12
doctr,213030,71
doctr,212630,498
doctr,55150,66
doctr,17300,253
doctr,17330,2
doctr,108800,148
doctr,49520,11361
doctr,211120,31
doctr,108700,5
doctr,730,19800
doctr,8200,64
doctr,8210,30
doctr,208580,3009
doctr,214250,243
doctr,204300,27
doctr,8930,2699
doctr,200510,5738
doctr,212680,410
doctr,202970,671
doctr,202990,657
doctr,212910,1339
doctr,200710,113
doctr,204360,292
doctr,42160,280
doctr,203140,594
doctr,219150,187
doctr,218680,38
doctr,211400,118
doctr,4920,137
doctr,57690,33
doctr,226700,1
doctr,221640,3
doctr,201790,670
doctr,113020,53
doctr,42670,158
doctr,50620,1
doctr,224540,83
doctr,203160,707
doctr,212480,44
doctr,221380,705
doctr,51100,7
doctr,99900,45
doctr,113400,267
doctr,208090,191
doctr,230410,3544
doctr,238960,68
doctr,209870,623
doctr,242720,144
doctr,224260,327
doctr,257730,190
doctr,224580,68
doctr,227100,139
doctr,225260,600
doctr,221040,4119
doctr,218060,1
doctr,204080,161
doctr,234490,19
doctr,8870,1750
doctr,233740,73
doctr,230050,30
doctr,43160,1265
doctr,234710,779
doctr,233270,611
doctr,210770,198
doctr,222480,1160
doctr,234190,200
doctr,219740,38
doctr,322330,74
doctr,234650,559
doctr,65930,954
doctr,204450,481
doctr,238210,52
doctr,206190,96
doctr,242760,365
doctr,39140,192
doctr,237110,151
doctr,206420,1637
doctr,7760,14
doctr,218820,33
doctr,207140,330
doctr,247020,94
doctr,239030,18
doctr,248820,476
doctr,218620,9098
doctr,209000,631
doctr,245280,236
doctr,250180,93
doctr,250320,778
doctr,222880,569
doctr,222900,62
doctr,251130,145
doctr,251470,99
doctr,251990,59
doctr,252490,960
doctr,252950,969
doctr,253150,143
doctr,236450,13
doctr,241540,3575
doctr,249130,243
doctr,247660,62
doctr,233130,178
doctr,213670,891
doctr,247910,238
doctr,238010,1919
doctr,259390,7
doctr,221910,86
doctr,261030,615
doctr,261110,322
doctr,261180,23
doctr,246580,176
doctr,242700,796
doctr,261640,2599
